source_id,target_id,relationship
PreliminaryProspectus,owl#Class,22-rdf-syntax-ns#type
IssuanceTrustAgreement,SecuritiesIssuanceAgreement,rdf-schema#subClassOf
,,owl#imports
Indenture,owl#Class,22-rdf-syntax-ns#type
FinalProspectus,final prospectus,rdf-schema#label
,Provisional,hasMaturityLevel
OfferingDocument,owl#Class,22-rdf-syntax-ns#type
OfferingDocumentTerms,terms included in an offering document that become legally binding at issue,core#definition
PreliminaryProspectus,preliminary prospectus,rdf-schema#label
OfferingDocument,Nf8594b7bb1004b2bb25711298e52b229,rdf-schema#subClassOf
,MIT,license
Nf8594b7bb1004b2bb25711298e52b229,OfferingDocumentTerms,owl#someValuesFrom
FinalProspectus,N0364bf3a4ae44018aa5aabf056bf7782,rdf-schema#subClassOf
OfferingDocumentTerms,"They include, for example, call terms, interest payment terms, and so forth with respect to certain securities.",explanatoryNote
,IssuanceDocuments,rdf-schema#label
SecuritiesIssuanceAgreement,OfferingDocument,rdf-schema#subClassOf
PreliminaryProspectus,N9beae1c1a0af4c208c31d703d81955d3,rdf-schema#subClassOf
Indenture,SecuritiesIssuanceAgreement,rdf-schema#subClassOf
N02d9cb44bf45457eac0bbc8e6e89aac1,succeeds,owl#onProperty
,,owl#versionIRI
Indenture,indenture,rdf-schema#label
PreliminaryProspectus,Prospectus,rdf-schema#subClassOf
,owl#Ontology,22-rdf-syntax-ns#type
FinalProspectus,"The final Prospectus for an issue describes the Offer Issue, including facts about the issue itself such as closing dates, and known facts about the securities that will form part of that issue.",core#definition
FinalProspectus,"Anticipated facts might include expected issue price, yields, pool parameters as appropriate for the type of instrument being issued. Term origin:SMER",explanatoryNote
Nf8594b7bb1004b2bb25711298e52b229,hasContractualElement,owl#onProperty
Nf8594b7bb1004b2bb25711298e52b229,owl#Restriction,22-rdf-syntax-ns#type
FinalProspectus,owl#Class,22-rdf-syntax-ns#type
IssuanceTrustAgreement,issuance trust agreement,rdf-schema#label
N02d9cb44bf45457eac0bbc8e6e89aac1,owl#Restriction,22-rdf-syntax-ns#type
IssuanceTrustAgreement,WrittenContract,rdf-schema#subClassOf
,"Copyright (c) 2013-2023 EDM Council, Inc.",copyright
OfferingDocumentTerms,offering document terms,rdf-schema#label
N9beae1c1a0af4c208c31d703d81955d3,OfferingDocumentTerms,owl#someValuesFrom
,"Ontology containing concepts about types of documentation that are used, referred to or generated by aspects of securities issuance processes.",abstract
PreliminaryProspectus,"The draft prospectus for the issue, as determined prior to marketing the issue. Certain terms in the draft prospectus will be finalized later in the issuance process to become the actual Prospectus. Term origin:DTCC issuance Reviews",core#definition
N9beae1c1a0af4c208c31d703d81955d3,hasContractualElement,owl#onProperty
FinalProspectus,N02d9cb44bf45457eac0bbc8e6e89aac1,rdf-schema#subClassOf
N02d9cb44bf45457eac0bbc8e6e89aac1,PreliminaryProspectus,owl#someValuesFrom
Indenture,"A written contract, also known as a ""Deed of Trust"", under which bonds and debentures are issued, setting forth maturity date, interest rate, redemption rights, call privileges and other terms. Under the rules of the Trust Indenture Act of 1939, the contract is executed by the issuer and a trustee who acts on behalf of the bondholders.",core#definition
N0364bf3a4ae44018aa5aabf056bf7782,OfferingDocumentTerms,owl#someValuesFrom
SecuritiesIssuanceAgreement,securities issuance agreement,rdf-schema#label
OfferingDocumentTerms,owl#Class,22-rdf-syntax-ns#type
N0364bf3a4ae44018aa5aabf056bf7782,hasContractualElement,owl#onProperty
OfferingDocumentTerms,ContractualElement,rdf-schema#subClassOf
SecuritiesIssuanceAgreement,"A formal agreement, deed or contract in respect of some intended securities issuance.",core#definition
SecuritiesIssuanceAgreement,owl#Class,22-rdf-syntax-ns#type
Indenture,WrittenContract,rdf-schema#subClassOf
N9beae1c1a0af4c208c31d703d81955d3,owl#Restriction,22-rdf-syntax-ns#type
N0364bf3a4ae44018aa5aabf056bf7782,owl#Restriction,22-rdf-syntax-ns#type
IssuanceTrustAgreement,owl#Class,22-rdf-syntax-ns#type
FinalProspectus,Prospectus,rdf-schema#subClassOf
