source_id,target_id,relationship
hasFullLegalName,hasPersonName,rdf-schema#subPropertyOf
LegalWorkingAgePerson,person whose age is greater than the minimum legal working age specified in a jurisdiction in which they work,core#definition
Nd3396cbb925246dea1719afc7b850421,BirthCertificateIdentifier,owl#onClass
DateOfDeath,death date,synonym
Minor,Person,rdf-schema#subClassOf
NationalIdentificationNumberScheme,owl#Class,22-rdf-syntax-ns#type
hasFamilyName,has family name,rdf-schema#label
PassportNumber,national identification number associated with a passport,core#definition
PassportNumber,owl#Class,22-rdf-syntax-ns#type
Nd419e7f0c25540d0922b715d4c57939e,0,owl#minQualifiedCardinality
DateOfBirth,ExplicitDate,rdf-schema#subClassOf
DriversLicense,owl#Class,22-rdf-syntax-ns#type
PersonName,Ne2b74a2ad0334d78a8242e9871a85ef9,rdf-schema#subClassOf
DeathCertificateIdentificationScheme,Ne7efc86ce623442a906cee1e9c0ec5a7,rdf-schema#subClassOf
Ndd82959d203d4a70a8f7ed6e980e2c96,DriversLicenseIdentifier,owl#onClass
LegalAge,owl#Class,22-rdf-syntax-ns#type
hasFamilyName,'Family name' is more commonly used in the United Kingdom than in the United States to refer to someone's surname.,explanatoryNote
,People.rdf version of the ontology was modified to address hygiene issues with respect to text formatting.,core#changeNote
Nf7e366d433ae446295c2f6f105a452c0,isDefinedIn,owl#onProperty
EmancipatedMinor,a minor who is allowed to conduct a business or any other occupation on his or her own behalf or for their own account outside the control of a parent or guardian,core#definition
hasGender,owl#FunctionalProperty,22-rdf-syntax-ns#type
hasNameSuffix,has name suffix,rdf-schema#label
Passport,"The elements of identity contained in all standardized passports include information about the holder, including name, date of birth, gender and place of birth.",explanatoryNote
hasPersonName,links a name to an individual,core#definition
Passport,IdentityDocument,rdf-schema#subClassOf
Ndd408910a85843fabab40b4ca7e85c03,BirthCertificateIdentifier,owl#someValuesFrom
,People.rdf version of the ontology was modified to eliminate deprecated elements.,core#changeNote
LegalWorkingAge,LegalAge,rdf-schema#subClassOf
N0eca3c70176c453eb67f9d845ad9ec5d,hasAge,owl#onProperty
hasMaidenName,"indicates the name shared in common to identify the members of a family, that predates any changes of name due to marriage",core#definition
DeathCertificateIdentificationScheme,"Schemes for death certificate identification are typically regionally defined, and there may be jurisdiction-specific scope required as an additional restriction on a specific scheme.",explanatoryNote
N33858c4a0ee541548b0f7023f9c6e0b2,owl#Restriction,22-rdf-syntax-ns#type
IncapacitatedAdult,owl#Class,22-rdf-syntax-ns#type
Nf7e366d433ae446295c2f6f105a452c0,BirthCertificateIdentificationScheme,owl#onClass
DeathCertificateIdentificationScheme,IdentificationScheme,rdf-schema#subClassOf
N8c7fae17d57a4cc280586892d4bbf414,identifies,owl#onProperty
hasDateOfDeath,hasExplicitDate,rdf-schema#subPropertyOf
hasGivenName,owl#DatatypeProperty,22-rdf-syntax-ns#type
N02e76c87839a419e9c3da1e556cfc3a9,DriversLicenseIdentifier,owl#someValuesFrom
PersonName,N11ea5cdd9b9d4f82bf354846fba3998e,rdf-schema#subClassOf
DeathCertificate,IdentityDocument,rdf-schema#subClassOf
N85a8742457024aca94b0be1acaa43956,owl#Restriction,22-rdf-syntax-ns#type
hasNamePrefix,"indicates a character or sequence of characters, preceding a person's name, that provides additional information about the person, such as a form of address representing a title, honorific, or military rank",core#definition
DeathCertificateIdentifier,identifier associated with a vital record documenting the death of an individual,core#definition
Person,Ne9a79e524ca4423fb4d00a7fcd672bfb,rdf-schema#subClassOf
AgeOfMajority,age at which someone acquires the rights and responsibilities of an adult in some jurisdiction,core#definition
DriversLicenseIdentifier,N6909c51c169e43368b2a698d22b5ccf7,rdf-schema#subClassOf
,"Copyright (c) 2013-2024 EDM Council, Inc.",copyright
BirthCertificate,Birth_certificate,adaptedFrom
,,owl#versionIRI
DriversLicenseIdentifier,owl#Class,22-rdf-syntax-ns#type
N33858c4a0ee541548b0f7023f9c6e0b2,1,owl#qualifiedCardinality
hasPersonName,has person name,rdf-schema#label
PersonName,ContextualName,rdf-schema#subClassOf
Nba1029e65c00488bbdba059a22a51f57,hasAgeOfMajority,owl#onProperty
Ne2b74a2ad0334d78a8242e9871a85ef9,Person,owl#onClass
hasDateOfDeath,Person,rdf-schema#domain
N0eca3c70176c453eb67f9d845ad9ec5d,Age,owl#onClass
Person,N0eca3c70176c453eb67f9d845ad9ec5d,rdf-schema#subClassOf
IdentityDocument,identity document,rdf-schema#label
N9932f089c4ef477ca09f4bd07c882a3c,owl#Restriction,22-rdf-syntax-ns#type
hasPrimaryResidence,identifies a dwelling where an individual resides the majority of the year,core#definition
hasLastName,hasPersonName,rdf-schema#subPropertyOf
Nd419e7f0c25540d0922b715d4c57939e,PersonName,owl#onClass
IncapacitatedAdult,Adult,rdf-schema#subClassOf
IdentityDocument,Identification_card,adaptedFrom
N80408c3cb1bf439f95a31f32828f78c0,owl#Restriction,22-rdf-syntax-ns#type
N02e76c87839a419e9c3da1e556cfc3a9,owl#Restriction,22-rdf-syntax-ns#type
hasNamePrefix,has name prefix,rdf-schema#label
hasFirstName,"indicates the given name or first name of a person, that is, the name chosen for them at birth or changed by them subsequently from the name given at birth",core#definition
BirthCertificateIdentifier,Identifier,rdf-schema#subClassOf
N75b16f487be845aeba4e2f8657c05388,owl#Restriction,22-rdf-syntax-ns#type
IncapacitatedAdult,LegallyCapableAdult,owl#disjointWith
DriversLicense,IdentityDocument,rdf-schema#subClassOf
hasGender,links a particular gender value with a person,core#definition
hasMiddleNameOrInitial,owl#DatatypeProperty,22-rdf-syntax-ns#type
hasPrimaryResidence,Person,rdf-schema#domain
,"People.rdf version of the ontology was modified per the FIBO 2.0 RFC, including integration of LCC.",core#changeNote
LegalWorkingAgePerson,Person,rdf-schema#subClassOf
hasNameSuffix,"indicates a character or sequence of characters, following a person's name, that provides additional information about the person, such as their position, educational degree, accreditation, office, or honor",core#definition
Minor,owl#Class,22-rdf-syntax-ns#type
DeathCertificateIdentificationScheme,owl#Class,22-rdf-syntax-ns#type
BirthCertificate,Certificate,rdf-schema#subClassOf
hasPlaceOfBirth,PlaceOfBirth,rdf-schema#range
LegalWorkingAge,legal working age,rdf-schema#label
hasPersonName,owl#DatatypeProperty,22-rdf-syntax-ns#type
N80408c3cb1bf439f95a31f32828f78c0,identifies,owl#onProperty
hasResidence,owl#ObjectProperty,22-rdf-syntax-ns#type
hasDateOfBirth,has date of birth,rdf-schema#label
hasGender,Person,rdf-schema#domain
DriversLicenseIdentifier,Identifier,rdf-schema#subClassOf
hasFamilyName,"indicates the name shared in common to identify the members of a family, as distinguished from each member's given name",core#definition
hasGender,owl#DatatypeProperty,22-rdf-syntax-ns#type
NationalIdentificationNumber,owl#Class,22-rdf-syntax-ns#type
DriversLicenseIdentificationScheme,"system for allocating identifiers to driver's, operating, or non-driver identification documents",core#definition
,"People.rdf version of the ontology was was modified to revise a restriction on IdentityDocument to reference the appropriate identifier rather than use a tag. The impetus behind this change is to support privacy legislation, such as GDPR, which requires protection of both identifiers, such as a passport number, drivers' license number, etc. as well as the documents themselves. Thus, properties and individuals related to those identifiers are urgently needed.",core#changeNote
N75b16f487be845aeba4e2f8657c05388,0,owl#minQualifiedCardinality
hasCitizenship,Country,rdf-schema#range
Person,natural person,synonym
LegallyCapableAdult,legally capable adult,rdf-schema#label
hasLastName,hasSurname,owl#equivalentProperty
Adult,Person,rdf-schema#subClassOf
PlaceOfBirth,birth place,synonym
hasDateOfDeath,has date of death,rdf-schema#label
,People.rdf version of the ontology was modified to replace hasDefinition with isDefinedIn to clarify intent.,core#changeNote
N77e3e819f0524905acbc4bde5fc2dd9e,hasExpirationDate,owl#onProperty
AgeOfMajority,LegalAge,rdf-schema#subClassOf
hasMinimumLegalWorkingAge,relates someone to the minimum legal working age for the jurisdiction in which they reside,core#definition
LegalWorkingAge,owl#Class,22-rdf-syntax-ns#type
PassportNumber,NationalIdentificationNumber,rdf-schema#subClassOf
BirthCertificateIdentificationScheme,birth certificate identification scheme,rdf-schema#label
hasGivenName,has given name,rdf-schema#label
Person,N75b16f487be845aeba4e2f8657c05388,rdf-schema#subClassOf
hasAgeOfMajority,relates someone to the age required to attain the capacity to engage in certain transactions or be treated legally as an adult in some jurisdiction,core#definition
IncapacitatedAdult,Capacity_(law),adaptedFrom
Nd419e7f0c25540d0922b715d4c57939e,hasName,owl#onProperty
DeathCertificate,N33858c4a0ee541548b0f7023f9c6e0b2,rdf-schema#subClassOf
NationalIdentificationNumberScheme,system for allocating identifiers to national identification numbers,core#definition
Adult,person who has attained the age of majority as defined in some jurisdiction,core#definition
PassportNumberIdentificationScheme,system for allocating identifiers to passports,core#definition
Naa7e3737c3974cf4b5e3754983fce398,owl#Restriction,22-rdf-syntax-ns#type
NationalIdentificationNumber,Ne7d8b57ed718471cbb49d0387de0c7a4,rdf-schema#subClassOf
Passport,owl#Class,22-rdf-syntax-ns#type
DeathCertificateIdentifier,owl#Class,22-rdf-syntax-ns#type
Ne9a79e524ca4423fb4d00a7fcd672bfb,Country,owl#onClass
hasSurname,"indicates the name shared in common to identify the members of a family, as distinguished from each member's given name",core#definition
N77e3e819f0524905acbc4bde5fc2dd9e,Date,owl#onClass
Naa7e3737c3974cf4b5e3754983fce398,PlaceOfBirth,owl#onClass
N938876807cb84b9b89b87dd0015f85e8,PassportNumberIdentificationScheme,owl#onClass
Minor,minor,rdf-schema#label
PassportNumberIdentificationScheme,passport number identification scheme,rdf-schema#label
BirthCertificateIdentificationScheme,system for allocating identifiers to birth certificates,core#definition
hasFirstName,hasPersonName,rdf-schema#subPropertyOf
hasCitizenship,Person,rdf-schema#domain
BirthCertificateIdentifier,Nf7e366d433ae446295c2f6f105a452c0,rdf-schema#subClassOf
DeathCertificateIdentificationScheme,system for allocating identifiers to death certificates,core#definition
IncapacitatedAdult,"an adult who is legally identified as not having legal capacity, typically as a result of some inherent physical or mental incapacity or as a result of having contracted some illness which temporarily deprives them of such capacity",core#definition
hasGender,XMLSchema#string,rdf-schema#range
hasMiddleNameOrInitial,one or more additional names or initial letters for names that occur between a person's first and last name,core#definition
hasDateOfBirth,DateOfBirth,rdf-schema#range
Ne7efc86ce623442a906cee1e9c0ec5a7,owl#Restriction,22-rdf-syntax-ns#type
N85a8742457024aca94b0be1acaa43956,ConventionalStreetAddress,owl#onClass
hasGender,has gender,rdf-schema#label
hasPersonName,hasTextValue,rdf-schema#subPropertyOf
Nba1029e65c00488bbdba059a22a51f57,owl#Restriction,22-rdf-syntax-ns#type
Nb63c07070aba4428ad8c61ad47b1e46b,DriversLicense,owl#onClass
N75b16f487be845aeba4e2f8657c05388,DateOfDeath,owl#onClass
DriversLicenseIdentificationScheme,"Schemes for driver's license identification are typically regionally defined, and there may be jurisdiction-specific scope required as an additional restriction on a specific scheme.",explanatoryNote
Naa7e3737c3974cf4b5e3754983fce398,1,owl#qualifiedCardinality
hasPrimaryResidence,owl#ObjectProperty,22-rdf-syntax-ns#type
Ncc1eb7152bc84ce7903a146f38483980,owl#Restriction,22-rdf-syntax-ns#type
Minor,Minor_(law),adaptedFrom
N6909c51c169e43368b2a698d22b5ccf7,owl#Restriction,22-rdf-syntax-ns#type
BirthCertificate,certificate of live birth,synonym
hasGivenName,"indicates the given name or first name of a person, that is, the name chosen for them at birth or changed by them subsequently from the name given at birth",core#definition
DriversLicense,driving licence,synonym
hasNamePrefix,owl#DatatypeProperty,22-rdf-syntax-ns#type
Person,Nd419e7f0c25540d0922b715d4c57939e,rdf-schema#subClassOf
Ndd408910a85843fabab40b4ca7e85c03,defines,owl#onProperty
Nac8d36b4edc649a0b3611edbfbca122d,Text,owl#onDataRange
N0eca3c70176c453eb67f9d845ad9ec5d,0,owl#minQualifiedCardinality
N0eca3c70176c453eb67f9d845ad9ec5d,owl#Restriction,22-rdf-syntax-ns#type
N17f2d26fee4e48b99d6cbc88282b063c,owl#Restriction,22-rdf-syntax-ns#type
NationalIdentificationNumberScheme,Schemes for national identification numbers are jurisdiction-specific by country.,explanatoryNote
N938876807cb84b9b89b87dd0015f85e8,owl#Restriction,22-rdf-syntax-ns#type
hasPlaceOfBirth,has place of birth,rdf-schema#label
PassportNumberIdentificationScheme,Schemes for passport identification are jurisdiction-specific by country.,explanatoryNote
N9932f089c4ef477ca09f4bd07c882a3c,Identifier,owl#onClass
DeathCertificate,owl#Class,22-rdf-syntax-ns#type
DateOfBirth,"explicit date, i.e., the day, month and year, on which an individual was born",core#definition
PersonName,Ne6112355e7514ee382127f1c21e6768b,rdf-schema#subClassOf
hasPersonName,hasTextualName,rdf-schema#subPropertyOf
Ncc1eb7152bc84ce7903a146f38483980,hasDateOfIssuance,owl#onProperty
Person,Nce14d6277e4544cea44d36c08f212cb6,rdf-schema#subClassOf
Nba1029e65c00488bbdba059a22a51f57,0,owl#minQualifiedCardinality
,owl#Ontology,22-rdf-syntax-ns#type
IdentityDocument,N80408c3cb1bf439f95a31f32828f78c0,rdf-schema#subClassOf
Person,N62cf157017194f798ab24fa58e7c8e61,rdf-schema#subClassOf
Nb63c07070aba4428ad8c61ad47b1e46b,1,owl#qualifiedCardinality
hasSurname,owl#DatatypeProperty,22-rdf-syntax-ns#type
PassportNumber,passport number,rdf-schema#label
PassportNumber,N938876807cb84b9b89b87dd0015f85e8,rdf-schema#subClassOf
,"People.rdf version of this ontology was modified to use the Commons Ontology Library (Commons) rather than the OMG's Languages, Countries and Codes (LCC) and to eliminate redundancies in FIBO as appropriate.",core#changeNote
Person,person,rdf-schema#label
N8c7fae17d57a4cc280586892d4bbf414,Person,owl#onClass
PersonName,Nac8d36b4edc649a0b3611edbfbca122d,rdf-schema#subClassOf
hasAgeOfMajority,owl#ObjectProperty,22-rdf-syntax-ns#type
Ncc1eb7152bc84ce7903a146f38483980,Date,owl#onClass
EmancipatedMinor,owl#Class,22-rdf-syntax-ns#type
N6909c51c169e43368b2a698d22b5ccf7,DriversLicenseIdentificationScheme,owl#onClass
