source_id,target_id,relationship
Lifecycle,Arrangement,rdf-schema#subClassOf
LifecycleStage,lifecycle stage,rdf-schema#label
N028a7bda40944d1184405a08bcb48627,owl#Class,22-rdf-syntax-ns#type
isLifecycleOf,relates a lifecycle to something it characterizes,core#definition
Neb154b29bf6445ed8130e1b11473c63d,hasStage,owl#onProperty
LifecycleStageOccurrence,lifecycle stage occurrence,rdf-schema#label
,Lifecycles.rdf version of this ontology was modified to replace content that is now available in the OMG Commons Ontology Library (Commons) v1.1 (FND-380).,core#changeNote
Nd1e431aa02d7418bb4606fc68f433f76,Ndc474bac3fc24cbb80980097868d0b95,owl#unionOf
MaturityLevel,LifecycleStage,rdf-schema#subClassOf
hasStage,owl#ObjectProperty,22-rdf-syntax-ns#type
,Lifecycles.rdf version of this ontology was revised to replace hasDefinition with isDefinedIn to clarify intent.,core#changeNote
Na6bab100f070481ca0974c96d8a5fb1b,isStageOf,owl#onProperty
LifecycleStageOccurrence,N19239bdd0a004d5d923eb9320a1ddfd1,rdf-schema#subClassOf
hasStage,"relates something, such as a product or trade lifecycle or related process, to a phase or stage in that lifecycle",core#definition
Nad8883463d31472b965c28735fc5fa39,Lifecycle,owl#someValuesFrom
Nf18e0b2c9bc141dd8519940bdc1cfb49,owl#Restriction,22-rdf-syntax-ns#type
,Lifecycles Ontology,rdf-schema#label
LifecycleStage,"a research and development phase of a product lifecycle, the introduction phase in a marketing lifecycle, a growth stage in an economic lifecycle, or the origination phase in the lifecycle of a loan",core#example
Neb154b29bf6445ed8130e1b11473c63d,owl#Restriction,22-rdf-syntax-ns#type
LifecycleOccurrence,realization of a lifecycle,core#definition
N569b761ca4f744bdab3366734668c25a,comprises,owl#onProperty
LifecycleEventOccurrence,owl#Class,22-rdf-syntax-ns#type
N19239bdd0a004d5d923eb9320a1ddfd1,LifecycleEventOccurrence,owl#someValuesFrom
hasStage,N028a7bda40944d1184405a08bcb48627,rdf-schema#range
LifecycleStage,phase in a lifecycle,core#definition
N3091424fde114ec79086b1f7c4edeadc,1,owl#qualifiedCardinality
hasStage,has stage,rdf-schema#label
LifecycleStage,Classifier,rdf-schema#subClassOf
LifecycleStageOccurrence,Na6bab100f070481ca0974c96d8a5fb1b,rdf-schema#subClassOf
LifecycleOccurrence,N01eaadfdd9c04674b84f55d2c9e070a7,rdf-schema#subClassOf
Na6bab100f070481ca0974c96d8a5fb1b,owl#Restriction,22-rdf-syntax-ns#type
N19239bdd0a004d5d923eb9320a1ddfd1,owl#Restriction,22-rdf-syntax-ns#type
Neb154b29bf6445ed8130e1b11473c63d,LifecycleStageOccurrence,owl#someValuesFrom
N01eaadfdd9c04674b84f55d2c9e070a7,owl#Restriction,22-rdf-syntax-ns#type
,,owl#imports
LifecycleStage,N569b761ca4f744bdab3366734668c25a,rdf-schema#subClassOf
,Lifecycles.rdf version of this ontology was revised to eliminate references to external dictionary sites that no longer resolve.,core#changeNote
Nd1e431aa02d7418bb4606fc68f433f76,owl#Class,22-rdf-syntax-ns#type
Lifecycle,N3daa02c9f5604dee9c35117017987e31,rdf-schema#subClassOf
isLifecycleOf,hasLifecycle,owl#inverseOf
Nf18e0b2c9bc141dd8519940bdc1cfb49,isDefinedIn,owl#onProperty
Nad8883463d31472b965c28735fc5fa39,owl#Restriction,22-rdf-syntax-ns#type
isLifecycleOf,Lifecycle,rdf-schema#domain
LifecycleEvent,owl#Class,22-rdf-syntax-ns#type
Na3a3e72707274b78abec738b17bf336b,LifecycleStage,22-rdf-syntax-ns#first
N9b63192dd9e44d048c4cb4426b73f0de,owl#Restriction,22-rdf-syntax-ns#type
