source_id,target_id,relationship
TransactionsExtModule,owl#NamedIndividual,22-rdf-syntax-ns#type
TransactionsExtModule,Financial Industry Business Ontology (FIBO) Foundations (FND) Transactions Module,title
,,owl#imports
TransactionsExtModule,Module,22-rdf-syntax-ns#type
TransactionsExtModule,transactions ext module,rdf-schema#label
,MIT,license
,Metadata for the EDMC-FIBO Foundations (FND) TransactionsExt Module,rdf-schema#label
TransactionsExtModule,MIT,license
TransactionsExtModule,"This module contains ontologies of Transaction concepts based on the Resource, Events Agents (REA) ontology for transactions.",abstract
,,owl#versionIRI
TransactionsExtModule,,rdf-schema#seeAlso
,2021-12-27T18:00:00,issued
,owl#Ontology,22-rdf-syntax-ns#type
TransactionsExtModule,FIBO FND Transactions Module,title
,2023-01-20T18:00:00,modified
,This is the metadata ontology used to describe the Foundations Transactions Module.,abstract
,"Copyright (c) 2017-2023 EDM Council, Inc.",copyright
TransactionsExtModule,"Copyright (c) 2017-2023 EDM Council, Inc.",copyright
TransactionsExtModule,,hasPart
TransactionsExtModule,"The content in this module is original conceptual content and does not extend any other module. Some of the concepts represented conceptually in this module have been replaced by partial representations of some transaction concepts in the Products and Services module, sometimes using different labels for similar or equivalent concepts. Much of the content in this module will still be referred to in other FIBO domains, and care is needed in determining whether to replace these references to something in Products and Services versus when to bring forward more of the content in this module.",core#editorialNote
