source_id,target_id,relationship
Nce2e241613e44ef0a3a37c6b33c0a6ab,owl#Restriction,22-rdf-syntax-ns#type
ServiceAgreement,owl#Class,22-rdf-syntax-ns#type
N78c89069b733493f830cebe544f41e19,owl#Class,22-rdf-syntax-ns#type
Consumer,PartyRole,rdf-schema#subClassOf
Ne32c1cfc08f54a4493ef46c98a34dd68,owl#Restriction,22-rdf-syntax-ns#type
ProductIdentifier,owl#Class,22-rdf-syntax-ns#type
Ne88d1a57efe44937bf2a5127192bf4ed,owl#Restriction,22-rdf-syntax-ns#type
Nb47b4d4444c5480c832cd7778e7003e3,owl#Restriction,22-rdf-syntax-ns#type
N635bf59894f9443d9bad9cc30dcbccda,buysFrom,owl#onProperty
isSuppliedBy,is supplied by,rdf-schema#label
Nbdbb9ee340024891849005bebe1c0f1b,isEvidencedBy,owl#onProperty
OffTheShelfProduct,Product,rdf-schema#subClassOf
Service,N64f70cf01a854ce8bcbc095e4ff029e6,rdf-schema#subClassOf
Consumer,"The general notion of a consumer includes an end user, and is not limited to a purchaser, in the distribution chain of a good or service",explanatoryNote
supplies,provides,rdf-schema#subPropertyOf
N66ebf81cd5704600aba3fd9301e20eb0,owl#Restriction,22-rdf-syntax-ns#type
Nbdbb9ee340024891849005bebe1c0f1b,owl#Restriction,22-rdf-syntax-ns#type
ContractualProduct,contractual product,rdf-schema#label
,ProductsAndServices.rdf version of this ontology was revised to eliminate deprecated elements.,core#changeNote
ClientIdentifier,client identifier,rdf-schema#label
OffTheShelfProduct,COTS product,abbreviation
CustomerIdentifier,customer identifier,rdf-schema#label
N9e00f7212c3d49cba399992c144b6801,Product,owl#onClass
ServiceProvider,N71bfb3275a1a4604a3ce1fdd8a4fb7fe,rdf-schema#subClassOf
N42604ba5276547f5bfa2c8b127f5686c,Product,owl#someValuesFrom
ServiceAgreement,service contract,synonym
,"Copyright (c) 2013-2024 EDM Council, Inc.",copyright
,,owl#versionIRI
Ned842fd6eed940ed96a460b60fb5d1bc,produces,owl#onProperty
hasBuyer,owl#ObjectProperty,22-rdf-syntax-ns#type
Producer,Ned842fd6eed940ed96a460b60fb5d1bc,rdf-schema#subClassOf
,"This ontology defines fundamental concepts for buyers, sellers, clients, customers, products, goods and services for use in other FIBO ontologies.",abstract
Nf83fcdabf63e4988a95461902e79346d,ContractualRight,22-rdf-syntax-ns#first
ServiceProvider,N77d669dc4f6b4a05b803afcf11f47cf1,rdf-schema#subClassOf
ServiceAgreement,MutualContractualAgreement,rdf-schema#subClassOf
CustomProduct,made to order product,synonym
sells,Product,rdf-schema#range
Product,"Financial products include contracts that are developed via a financial service-specific process, such as a life insurance policy, demand deposit account or financial instrument, for example. Leases and rentals are similar in that they are initiated via some contractual development process, wherein the product is the right to use something for some period of time.",explanatoryNote
N77d669dc4f6b4a05b803afcf11f47cf1,Service,owl#someValuesFrom
PreciousMetal,NegotiableCommodity,rdf-schema#subClassOf
Producer,"grower, maker, fabricator, or manufacturer of some product or other good",core#definition
ServiceProvider,Role,rdf-schema#subClassOf
Sale,TransactionEvent,rdf-schema#subClassOf
Sale,N641bde6ede844b518971d7fe1372f9a5,rdf-schema#subClassOf
CustomerIdentifier,owl#Class,22-rdf-syntax-ns#type
Nff52e405488a4b52b2a7529aefae1cef,owl#Restriction,22-rdf-syntax-ns#type
ProductIdentifier,product identifier,rdf-schema#label
,ProductsAndServices.rdf version of the ontology was modified to replace the definition of real estate with the new definition in the real property ontology (LOAN-168).,core#changeNote
hasBuyer,indicates the purchasing party in the context of a sales transaction,core#definition
Nb0d11b8385a845b5b29b286c52663d2e,Good,22-rdf-syntax-ns#first
N71bfb3275a1a4604a3ce1fdd8a4fb7fe,provisions,owl#onProperty
ServiceProvider,owl#Class,22-rdf-syntax-ns#type
Product,product,rdf-schema#label
sells,owl#ObjectProperty,22-rdf-syntax-ns#type
isSuppliedBy,Product,rdf-schema#domain
OffTheShelfProduct,commercial off-the-shelf product,synonym
Buyer,purchaser,synonym
ServiceAgreement,service agreement,rdf-schema#label
TransactionConfirmation,LegalDocument,rdf-schema#subClassOf
Product,"commercially distributed good that is (1) tangible property, (2) the output or result of a fabrication, manufacturing, or production process, or (3) something that passes through a distribution channel before being consumed or used.",core#definition
N641bde6ede844b518971d7fe1372f9a5,Product,owl#someValuesFrom
Supplier,owl#Class,22-rdf-syntax-ns#type
Buyer,"A buyer is the party that acquires, or agrees to acquire, ownership (in case of goods), or benefit or usage (in case of rights or services), something in the context of a sale, and may or may not be an end user of the product, good, service, or right.",explanatoryNote
Service,Nff52e405488a4b52b2a7529aefae1cef,rdf-schema#subClassOf
N71bfb3275a1a4604a3ce1fdd8a4fb7fe,Facility,owl#onClass
,ProductsAndServices.rdf version of this ontology was revised to eliminate duplication with concepts in LCC.,core#changeNote
sellsTo,sells to,rdf-schema#label
hasBuyer,Buyer,rdf-schema#range
ContractualTemplateProduct,OffTheShelfProduct,rdf-schema#subClassOf
N9e00f7212c3d49cba399992c144b6801,owl#Restriction,22-rdf-syntax-ns#type
buys,Product,rdf-schema#range
Supplier,"A supplier may be distinguished from a contractor or subcontractor, who commonly adds specialized input to deliverables.",explanatoryNote
Nce2e241613e44ef0a3a37c6b33c0a6ab,Service,owl#someValuesFrom
N635bf59894f9443d9bad9cc30dcbccda,Supplier,owl#someValuesFrom
Service,Ne32c1cfc08f54a4493ef46c98a34dd68,rdf-schema#subClassOf
Service,intangible activity performed by some party for the benefit of another party,core#definition
ClientIdentifier,Nb49c04c5f3524c0e86d3e1de85fe8112,rdf-schema#subClassOf
N9db220cc0f7e463aaeaecfe79f3e8904,N66ebf81cd5704600aba3fd9301e20eb0,owl#someValuesFrom
N635bf59894f9443d9bad9cc30dcbccda,owl#Restriction,22-rdf-syntax-ns#type
Commodity,"Commodities are most often used as inputs in the production of other goods or services. The quality of a given commodity may differ slightly, but it is essentially uniform across producers.",explanatoryNote
Nce2e241613e44ef0a3a37c6b33c0a6ab,governs,owl#onProperty
CustomProduct,custom product,rdf-schema#label
N87a5e673b3e44eb8bb2a14ce2d627703,supplies,owl#onProperty
,ProductsAndServices.rdf version of this ontology was revised to eliminate deprecated elements related to precious metals.,core#changeNote
hasBuyer,hasPartyRole,rdf-schema#subPropertyOf
Nf2f7f325b4d4429e9c3cd7fe1f2ab417,provisions,owl#onProperty
Product,owl#Class,22-rdf-syntax-ns#type
Nff52e405488a4b52b2a7529aefae1cef,ServiceProvider,owl#someValuesFrom
Good,RealEstate,owl#disjointWith
Service,"Sometimes services are difficult to identify because they are closely associated with a good; such as the combination of a diagnosis with the administration of a medicine. No transfer of possession or ownership takes place when services are sold, and they (1) cannot be stored or transported, (2) are instantly perishable, and (3) come into existence at the time they are bought and consumed.",explanatoryNote
Customer,N635bf59894f9443d9bad9cc30dcbccda,rdf-schema#subClassOf
buysFrom,Seller,rdf-schema#range
NegotiableCommodity,negotiable commodity,rdf-schema#label
