source_id,target_id,relationship
IndicatorsModule,Nordea Bank AB,contributor
IndicatorsModule,John F. Tierney,contributor
IndicatorsModule,No Magic,contributor
,,owl#imports
IndicatorsModule, Mphasis,contributor
IndicatorsModule,"Pinnacle Bank (Morgan Hill, California)",contributor
IndicatorsModule,"Wells Fargo Bank, N. A.",contributor
,MIT,license
IndicatorsModule,,hasPart
IndicatorsModule,"Copyright (c) 2015-2023 Object Management Group, Inc.",copyright
IndicatorsModule,Citigroup,contributor
IndicatorsModule,Tahoe Blue Ltd,contributor
IndicatorsModule,"Copyright (c) 2015-2023 EDM Council, Inc.",copyright
,2018-08-27T18:00:00,issued
IndicatorsModule,"Bureau of Economic Analysis (BEA, US Department of Commerce)",contributor
IndicatorsModule,"Office of Financial Research (OFR), U.S. Department of the Treasury",contributor
IndicatorsModule,Financial Industry Business Ontology (FIBO) Indices and Indicators (IND) Indicators Module,title
IndicatorsModule,owl#NamedIndividual,22-rdf-syntax-ns#type
,,owl#versionIRI
IndicatorsModule,"This module includes ontologies for concepts common to all market indices and market indicators, including economic measures.",abstract
,owl#Ontology,22-rdf-syntax-ns#type
IndicatorsModule,Thematix Partners LLC,contributor
IndicatorsModule,Module,22-rdf-syntax-ns#type
IndicatorsModule,State Street Bank and Trust,contributor
IndicatorsModule,,rdf-schema#seeAlso
,2023-02-06T18:00:00,modified
,"Copyright (c) 2015-2023 EDM Council, Inc.",copyright
IndicatorsModule,Bloomberg LP,contributor
IndicatorsModule,John F. Gemski,contributor
IndicatorsModule,Census Bureau (US Department of Commerce),contributor
IndicatorsModule,Statistics Canada,contributor
IndicatorsModule,Federal Reserve Bank of Kansas City,contributor
IndicatorsModule,Deutsche Bank,contributor
IndicatorsModule,Bank of New York Mellon,contributor
IndicatorsModule,agnos.ai UK Ltd,contributor
IndicatorsModule,"Bureau of Labor Statistics (BLS, US Department of Commerce)",contributor
IndicatorsModule,MIT,license
,"Copyright (c) 2015-2023 Object Management Group, Inc.",copyright
IndicatorsModule,88 Solutions,contributor
,Metadata about the EDMC-FIBO Indices and Indicators (IND) Indicators Module,rdf-schema#label
IndicatorsModule,FIBO IND Indicators Module,title
IndicatorsModule,"Adaptive, Inc.",contributor
,"This module includes ontologies for concepts common to all market indices and market indicators, including economic measures.",abstract
IndicatorsModule,indicators module,rdf-schema#label
