source_id,target_id,relationship
,FunctionalEntities.rdf version of this ontology was modified to eliminate duplication of concepts in LCC.,core#changeNote
N0fac63c5a5274dada935f847b60ac3e7,Syndicate,owl#allValuesFrom
N81f5c33b9adf496a8e71190cd931a9f1,owl#Restriction,22-rdf-syntax-ns#type
,FunctionalEntities.rdf version of this ontology was modified to replace content that is now available in the OMG Commons Ontology Library (Commons) v1.1 (FND-380).,core#changeNote
CooperativeSociety,cooperative society,rdf-schema#label
MerchantCategoryCode,Ndf9cbe512d5947c8bcf5cc3a76e76e7f,rdf-schema#subClassOf
N46089328b2ab41159c106436138b7149,hasMember,owl#onProperty
MerchantCategoryCode,merchant category code,rdf-schema#label
Nd7034cdf27594285aa17e3802b4dfd35,owl#Restriction,22-rdf-syntax-ns#type
N197c5b3747c94015a8f9dae47a50e513,MerchantIdentifier,owl#someValuesFrom
MerchantCategoryCode,ISO 18245:2003 Retail financial services - Merchant category codes,adaptedFrom
Ne1f55f5266dc4be784bf288e66a994da,Nead1b7a0c383429eb1f6d14539735c1e,owl#unionOf
MerchantCategoryCode,code used internationally to classify a merchant,core#definition
MerchantCategoryCodeScheme,"ISO 18245 provides a set of merchant category codes that are used internationally. Some countries, regional governments, banks, and other large organizations extend the basic codes with custom additions to fit business needs.",explanatoryNote
MerchantCategoryCode,owl#Class,22-rdf-syntax-ns#type
N7fdb99ac641c4be58b9bf6c4aec521ef,1,owl#qualifiedCardinality
N16c942bce5a94c4cb0d16258478c9297,Merchant,owl#someValuesFrom
,FunctionalEntities.rdf version of this ontology was modified by the FIBO 2.0 revision to address missing labels and definitions on the deprecated sole proprietorship class to match those in the equivalent class.,core#changeNote
Syndicate,syndicate,rdf-schema#label
FunctionalBusinessEntity,FunctionalEntity,rdf-schema#subClassOf
MerchantCategoryCodeScheme,owl#Class,22-rdf-syntax-ns#type
N0b6de74d1ac04036bdf026710428e4ed,1,owl#qualifiedCardinality
Merchant,party engaged in the purchase and sales of goods produced by others for profit,core#definition
N6870226b93d24e4c8bc69b30125c349d,owl#Restriction,22-rdf-syntax-ns#type
Nead1b7a0c383429eb1f6d14539735c1e,FunctionalEntity,22-rdf-syntax-ns#first
hasMerchantCategoryDescription,MerchantCategoryCode,rdf-schema#domain
N75da9638c1f94666941efe23d1117545,isPlayedBy,owl#onProperty
MerchantCategoryCodeScheme,ISO 18245:2003 Retail financial services - Merchant category codes,adaptedFrom
N16c942bce5a94c4cb0d16258478c9297,owl#Restriction,22-rdf-syntax-ns#type
OrganizationIdentifier,owl#Class,22-rdf-syntax-ns#type
N76124918894b4dae8fc494dbeb3f1c5d,owl#Restriction,22-rdf-syntax-ns#type
FamilyOffice,owl#Class,22-rdf-syntax-ns#type
FunctionalBusinessEntity,owl#Class,22-rdf-syntax-ns#type
N0b6de74d1ac04036bdf026710428e4ed,Ne1f55f5266dc4be784bf288e66a994da,owl#onClass
N76124918894b4dae8fc494dbeb3f1c5d,MerchantCategoryCode,owl#someValuesFrom
FamilyOffice,Family offices are often privately held companies set up to handle investment and wealth management for wealthy families.,explanatoryNote
Nead1b7a0c383429eb1f6d14539735c1e,Ne5d754610c904832b31b42b9c172a293,22-rdf-syntax-ns#rest
Nd7034cdf27594285aa17e3802b4dfd35,1,owl#qualifiedCardinality
N75da9638c1f94666941efe23d1117545,owl#Restriction,22-rdf-syntax-ns#type
,"FunctionalEntities.rdf version of this ontology was modified per the issue resolutions identified in the FIBO BE 1.1 RTF report. Changes include deprecation of the SoleProprietorship class and making it equivalent to the class with the same name in the Sole Proprietorships ontology. This version also introduces a new FunctionalEntity class, as the parent of FunctionalBusinessEntity in this ontology and as the parent of Government in the GovernmentEntities ontology.",core#changeNote
Association,owl#Class,22-rdf-syntax-ns#type
,,owl#imports
Syndicate,"temporary, self-organizing group of people, companies, corporations or entities organized as an alliance whose purpose is to transact some specific business, or to pursue or promote a shared interest",core#definition
FamilyOffice,family office,rdf-schema#label
N46089328b2ab41159c106436138b7149,Party,owl#someValuesFrom
SyndicateMember,OrganizationMember,rdf-schema#subClassOf
,FunctionalEntities.rdf version of this ontology was modified to address text formatting hygiene issues.,core#changeNote
Ne1f55f5266dc4be784bf288e66a994da,owl#Class,22-rdf-syntax-ns#type
Syndicate,Organization,rdf-schema#subClassOf
N0fac63c5a5274dada935f847b60ac3e7,owl#Restriction,22-rdf-syntax-ns#type
MerchantCategoryCode,N4698c6ed1ab14e62a5cff6e20bd1a12b,rdf-schema#subClassOf
