source_id,target_id,relationship
JurisdictionOfAfghanistan,Jurisdiction,22-rdf-syntax-ns#type
GovernmentOfTheRepublicOfMaldives,JurisdictionOfMaldives,hasJurisdiction
StateOfBangladesh,owl#NamedIndividual,22-rdf-syntax-ns#type
GovernmentOfTheFederalDemocraticRepublicOfNepal,JurisdictionOfNepal,hasJurisdiction
StateOfPakistan,GovernmentOfTheIslamicRepublicOfPakistan,isRepresentedBy
GovernmentOfThePeoplesRepublicOfBangladesh,Bangladesh,governs
GovernmentOfTheFederalDemocraticRepublicOfNepal,owl#NamedIndividual,22-rdf-syntax-ns#type
JurisdictionOfIndia,owl#NamedIndividual,22-rdf-syntax-ns#type
StateOfIran,sovereign state and polity that is Iran,core#definition
StateOfBhutan,owl#NamedIndividual,22-rdf-syntax-ns#type
StateOfBangladesh,GovernmentOfThePeoplesRepublicOfBangladesh,isRepresentedBy
StateOfIran,owl#NamedIndividual,22-rdf-syntax-ns#type
JurisdictionOfNepal,"jurisdiction of the judiciary of Nepal, which is the system of courts, including the Supreme Court, that interprets and applies the law in Nepal",core#definition
JurisdictionOfSriLanka,jurisdiction of Sri Lanka,rdf-schema#label
GovernmentOfThePeoplesRepublicOfBangladesh,Government of the People's Republic of Bangladesh,rdf-schema#label
JurisdictionOfIran,Iran,hasReach
GovernmentOfTheKingdomOfBhutan,NationalGovernment,22-rdf-syntax-ns#type
JurisdictionOfSriLanka,owl#NamedIndividual,22-rdf-syntax-ns#type
JurisdictionOfIndia,"jurisdiction of the judiciary of India, a three-tier unitary independent judiciary comprising the supreme court, headed by the Chief Justice of India, 25 high courts, and a large number of trial courts, which is the system of courts that interprets and applies the law in India",core#definition
GovernmentOfThePeoplesRepublicOfBangladesh,NationalGovernment,22-rdf-syntax-ns#type
JurisdictionOfAfghanistan,en,rdf-schema#seeAlso
JurisdictionOfIran,jurisdiction of Iran,rdf-schema#label
JurisdictionOfBangladesh,GovernmentOfThePeoplesRepublicOfBangladesh,isJurisdictionOf
StateOfMaldives,sovereign state and polity that is Maldives,core#definition
