source_id,target_id,relationship
Nabe587d3f61d4330b8499b581ac1b36e,owl#Restriction,22-rdf-syntax-ns#type
N0ba126882c004472a4d6358afdbc23de,owl#Restriction,22-rdf-syntax-ns#type
DebtPool,"a pool consisting of debt instruments, such as bonds, loans or mortgages",core#definition
Ne310b533c1944557a248beca6a64f69c,owl#Restriction,22-rdf-syntax-ns#type
, version of this ontology was modified to deprecate the concept of 'pool equity' which was not used elsewhere and was poorly defined and eliminate an improper restriction on managed investment.,core#changeNote
PoolConstituent,"The pool may be a pool of almost anything, brought together for some purpose. It differs from a less formal collection in that there are facts defined about the constituents and the proportions of these in the pool. Modeling note: A constituent of a pool may have facts which vary over time (such as balances) but the basic nature of the thing as a member of the pool remains the same, along with some facts which vary over time but which have a value as of the time they become members of the pool.",explanatoryNote
,"Copyright (c) 2018-2024 Object Management Group, Inc.",copyright
PooledFund,pooled fund,rdf-schema#label
,"Pools.rdf version of this ontology was modified to use the Commons Ontology Library (Commons) rather than the OMG's Languages, Countries and Codes (LCC), eliminating redundancies in FIBO as appropriate.",core#changeNote
FundFamily,owl#Class,22-rdf-syntax-ns#type
SecuritiesPoolConstituent,owl#Class,22-rdf-syntax-ns#type
Nfe21fc8f4aa04c1fae9216bb47045601,owl#Restriction,22-rdf-syntax-ns#type
ManagedInvestment,PooledFund,rdf-schema#subClassOf
N98964be6078e4c249408096c9fb271db,hasConstituent,owl#onProperty
Nd067c443cb07412f836a8b61e7c6d5fe,AmountOfMoney,owl#someValuesFrom
InstrumentPool,Pool,rdf-schema#subClassOf
N6caeba37f4ab4fa09dbc3eb46d94bbe3,owl#Restriction,22-rdf-syntax-ns#type
Nb4082844875349f69379eec494feb48b,InstrumentPool,owl#someValuesFrom
SecuritiesPoolConstituent,securities pool constituent,rdf-schema#label
InstrumentPoolAsAsset,N4a12ceca3f9f4c34a5a6105cae0513c2,rdf-schema#subClassOf
PoolConstituent,owl#Class,22-rdf-syntax-ns#type
DebtPool,debt pool,rdf-schema#label
PooledFund,owl#Class,22-rdf-syntax-ns#type
ManagedInvestment,owl#Class,22-rdf-syntax-ns#type
PoolConstituent,pool constituent,rdf-schema#label
InstrumentPoolAsAsset,instrument pool as asset,rdf-schema#label
FundFamily,Collection,rdf-schema#subClassOf
FundFamily,a collection of managed investments that are all managed by a single investment institution,core#definition
N4a12ceca3f9f4c34a5a6105cae0513c2,N6d705d2af1f849b4a44e981506acfd06,owl#someValuesFrom
,,owl#imports
N4a12ceca3f9f4c34a5a6105cae0513c2,isAssetOf,owl#onProperty
SecuritiesPoolConstituent,PoolConstituent,rdf-schema#subClassOf
N3d83b62db30b46cc8452fd84885407c8,owl#Restriction,22-rdf-syntax-ns#type
N6d705d2af1f849b4a44e981506acfd06,owl#Class,22-rdf-syntax-ns#type
InstrumentPoolAsAsset,financial asset in the form of an instrument pool,core#definition
PooledFund,Nd067c443cb07412f836a8b61e7c6d5fe,rdf-schema#subClassOf
DebtPool,InstrumentPool,rdf-schema#subClassOf
,This ontology defines concepts related to high-level securities pools.,abstract
Nd067c443cb07412f836a8b61e7c6d5fe,owl#Restriction,22-rdf-syntax-ns#type
, version of this ontology was modified to eliminate the deprecated concept for pool equity.,core#changeNote
N8f3c0e60b34b4828b2bbed20ea9d1657,owl#Restriction,22-rdf-syntax-ns#type
Pool,"Barron's Dictionary of Finance and Investment Terms, Ninth Edition, 2014",adaptedFrom
,,owl#versionIRI
