source_id,target_id,relationship
Listing,Nfaf2ce2dafff4e4fae6a6bce0eac49b3,rdf-schema#subClassOf
N8b1976a9bbac49309bdcf2ed1608ce6b,owl#Restriction,22-rdf-syntax-ns#type
N3380001e5c0b418c9dcda3ff44d114ac,isPlayedBy,owl#onProperty
TradingRestriction,"restriction that limits trading in some manner, typically summarized on term sheets or in other documentation, including but not limited to restrictions on day trading",core#definition
SecuritiesRestriction,owl#Class,22-rdf-syntax-ns#type
Naddff7b5b8424fa4bba262f31e282a17,StatuteLaw,22-rdf-syntax-ns#first
,SecuritiesRestrictions.rdf version of the ontology was modified to eliminate elements that have been deprecated over 6 months (FND-386).,core#changeNote
IndividualInvestor,Investor,rdf-schema#subClassOf
,SecuritiesRestrictions.rdf version of the ontology was modified to replace content that is now available in the OMG Commons Ontology Library (Commons) v1.1 (FND-380).,core#changeNote
,"Copyright (c) 2018-2024 Object Management Group, Inc.",copyright
N7309cdeb16884f9e8249b6a6f8a2b529,isMandatedBy,owl#onProperty
IndividualInvestor,owl#Class,22-rdf-syntax-ns#type
IndividualInvestor,Nf6ad75309ab147af947c83889236d5b2,rdf-schema#subClassOf
N7309cdeb16884f9e8249b6a6f8a2b529,Na24b4d44143e4c18ad16ce75d7f1d4e4,owl#allValuesFrom
SecuritiesRestriction,securities restriction,rdf-schema#label
Nfaf2ce2dafff4e4fae6a6bce0eac49b3,hasRestriction,owl#onProperty
hasHoldingPeriod,hasDatePeriod,rdf-schema#subPropertyOf
,SecuritiesRestrictions.rdf version of the ontology was modified to reflect the change in representation of a listing.,core#changeNote
,SecuritiesRestrictions.rdf version of the ontology was modified to eliminate duplication of concepts in LCC.,core#changeNote
Nfaf2ce2dafff4e4fae6a6bce0eac49b3,owl#Restriction,22-rdf-syntax-ns#type
SecuritiesRegulation,securities regulation,rdf-schema#label
Nfaf2ce2dafff4e4fae6a6bce0eac49b3,SecuritiesRestriction,owl#onClass
N12679ea3562740659ec67eaf2fd50e15,Contract,22-rdf-syntax-ns#first
,Securities Restrictions Ontology,rdf-schema#label
SecuritiesRegulation,N9f5dcceb62fa492aa962306d409174ea,rdf-schema#subClassOf
Na24b4d44143e4c18ad16ce75d7f1d4e4,Naddff7b5b8424fa4bba262f31e282a17,owl#unionOf
,SecuritiesRestrictions.rdf version of the ontology was modified to eliminate deprecations that are more than 6 months old.,core#changeNote
SecuritiesRegulation,owl#Class,22-rdf-syntax-ns#type
InvestorsDomicileRestriction,investors' domicile restriction,rdf-schema#label
InvestorsDomicileRestriction,legal holding restriction that specifies where holders of a security may be domiciled,core#definition
QualifiedInvestorRestriction,LegalHoldingRestriction,rdf-schema#subClassOf
FinancialInstrument,owl#Class,22-rdf-syntax-ns#type
ContractualRestriction,contractual restriction,rdf-schema#label
QualifiedInvestorRestriction,Nc02fece962a148b496a2d4c10824ccc9,rdf-schema#subClassOf
,,owl#imports
N646876031ec6404f911d50942a9c4d09,hasRestriction,owl#onProperty
,SecuritiesRestrictions.rdf version of this ontology was revised to reuse the representation of institutions based on their definitions in the law.,core#changeNote
IndividualInvestor,individual investor,rdf-schema#label
N646876031ec6404f911d50942a9c4d09,0,owl#minQualifiedCardinality
Na24b4d44143e4c18ad16ce75d7f1d4e4,owl#Class,22-rdf-syntax-ns#type
hasRestriction,identifies a restriction applicable to a given financial instrument or listing,core#definition
QualifiedInvestorRestriction,owl#Class,22-rdf-syntax-ns#type
Nfaf2ce2dafff4e4fae6a6bce0eac49b3,0,owl#minQualifiedCardinality
,,owl#versionIRI
QualifiedInvestorRestriction,qualified investor restriction,rdf-schema#label
hasHoldingPeriod,owl#ObjectProperty,22-rdf-syntax-ns#type
ContractualRestriction,"contract terms setting out restrictions on either the holder or the issuer of the security, as specified in the terms of the instrument itself",core#definition
