source_id,target_id,relationship
FinancialInstrumentIdentificationScheme,formal definition of the structure and application of a particular set of financial instrument identifiers,core#definition
InternationalSecuritiesIdentificationNumberingScheme,formal definition of the structure and application of a ISINs as defined in ISO 6166,core#definition
ProprietarySecurityIdentificationScheme,SecurityIdentificationScheme,rdf-schema#subClassOf
NationalSecuritiesIdentifyingNumber,NSIN,abbreviation
Nf5cf0f8ede2e4aa7a473b88bcab53bc2,owl#Restriction,22-rdf-syntax-ns#type
," version of this ontology was modified to correct the target of a ticker symbol, which identifies a listing not a listed security, refine the restriction on financial instrument identifier to say that it identifies an instrument or listing, normalize definitions to be ISO 704 compliant, eliminate duplication of concepts in LCC, and merge countries with locations in FND.",core#changeNote
NationalSecuritiesIdentifyingNumber,N81589a9480844ce49d0f4171fce01f36,rdf-schema#subClassOf
N4181c386cdab4a779de94a73940f25fc,NationalSecuritiesIdentifyingNumber,owl#onClass
Nc6b2e5a69b5f45cabe675844b2b8c2ea,NationalSecuritiesIdentifyingNumberRegistry,owl#someValuesFrom
SecurityRegistry,Nc139cde71e1a4df6913a803ddadff9cb,rdf-schema#subClassOf
InternationalSecuritiesIdentificationNumber,N4181c386cdab4a779de94a73940f25fc,rdf-schema#subClassOf
TickerSymbol,reassignable identifier of relatively short character string length that is unique within an exchange for a particular financial instrument or listing for that instrument,core#definition
InternationalSecuritiesIdentificationNumber,owl#Class,22-rdf-syntax-ns#type
ProprietarySecurityIdentificationScheme,"Proprietary schemes may be unique to an exchange or data provider, for example.",explanatoryNote
NationalSecuritiesIdentifyingNumber,National Securities Identifying Number,rdf-schema#label
TickerSymbol,ReassignableIdentifier,rdf-schema#subClassOf
Nba967ed54e9c444483414d46c2c28722,NationalSecuritiesIdentifyingNumberRegistryEntry,owl#someValuesFrom
TickerSymbol,ticker symbol,rdf-schema#label
N7d504083857344ee8b505e3e6a78ebb2,appliesTo,owl#onProperty
SecurityRegistryEntry,N859fd0ef18ff4b23ac7f46ecb8cc6471,rdf-schema#subClassOf
NationalNumberingAgency,NNA,abbreviation
,"Copyright (c) 2018-2024 Object Management Group, Inc.",copyright
N97c20ade6b594e9a9fd89677ae73f72c,defines,owl#onProperty
N87ca41b6544f4e5d8278c99bb46cc767,NationalSecuritiesIdentifyingNumber,owl#someValuesFrom
N81589a9480844ce49d0f4171fce01f36,isDefinedIn,owl#onProperty
NationalSecurityIdentificationScheme,generally incorporated into the ISIN scheme as well,explanatoryNote
InternationalSecuritiesIdentificationNumber,SecurityIdentifier,rdf-schema#subClassOf
Nebba27c994b343dea9ed1b2797a69d8a,N8847afbf87874a25b857552f5c2f569e,owl#someValuesFrom
SecurityRegistry,Registry,rdf-schema#subClassOf
Na04b965b119443a0b4c6e8eaa1360efd,isDefinedIn,owl#onProperty
Nad12d32bea434470859a8006ae1a94b3,Alpha2Code,owl#onClass
InternationalSecuritiesIdentificationNumberingScheme,international securities identification numbering scheme,rdf-schema#label
InternationalSecuritiesIdentificationNumber,"ISINs consist of two alphabetic characters, which are the ISO 3166-1 alpha-2 code for the issuing country, nine alpha-numeric characters (the National Securities Identifying Number, or NSIN, which identifies the security, padded as necessary with leading zeros), and one numerical check digit. The ISIN is specified as a class of identifiers because although there is a scheme associated with the structure of an ISIN, there are many country-specific variations issued by national numbering agencies.",explanatoryNote
SecurityIdentifier,N2e307f413bf54f3cba85555294a8c291,rdf-schema#subClassOf
Ncc7122f285404c3a8791837e796b32d8,N83389584b00e45429d6bac811fc33c21,22-rdf-syntax-ns#rest
Nad12d32bea434470859a8006ae1a94b3,owl#Restriction,22-rdf-syntax-ns#type
,Securities Identification Ontology,rdf-schema#label
N83389584b00e45429d6bac811fc33c21,Listing,22-rdf-syntax-ns#first
FinancialInstrumentIdentificationScheme,IdentificationScheme,rdf-schema#subClassOf
Nd8ca51466ddf421f802b19588354ecce,owl#Restriction,22-rdf-syntax-ns#type
ListedSecurityIdentifier,security identifier issued in the public domain and referred to in listings and other relevant publications,core#definition
N7fe123c2cbb944789104f19114c02a43,identifies,owl#onProperty
N7fe123c2cbb944789104f19114c02a43,Security,owl#someValuesFrom
Listing,SecurityRegistryEntry,rdf-schema#subClassOf
NationalSecuritiesIdentifyingNumberRegistry,Nd859fffd84444eceb40127b6bb6d254d,rdf-schema#subClassOf
N6daf941be1b84da1aeedb80b66c681ab,hasMember,owl#onProperty
NationalSecuritiesIdentifyingNumberRegistry,registry used by a national numbering agency to manage the financial instrument identifiers and related information that it registers,core#definition
TickerSymbol,tickersymbol.asp,rdf-schema#seeAlso
Nf6dc272887e340f4b89c43d7f56d2f7c,1,owl#qualifiedCardinality
NationalSecurityIdentificationScheme,"security identification scheme, defining the format and structure of a National Securities Identifying Number (NSIN), published nationally on behalf of a country",core#definition
Nc139cde71e1a4df6913a803ddadff9cb,owl#Restriction,22-rdf-syntax-ns#type
Nebba27c994b343dea9ed1b2797a69d8a,owl#Restriction,22-rdf-syntax-ns#type
Ncc7122f285404c3a8791837e796b32d8,ListedSecurity,22-rdf-syntax-ns#first
Nf2b78793f30d4966b9e1e8a4433de104,owl#Restriction,22-rdf-syntax-ns#type
NationalSecuritiesIdentifyingNumberRegistryEntry,national numbering agency registry entry,rdf-schema#label
Nad651d7425644233bcb897454eb58d5e,NationalNumberingAgency,owl#someValuesFrom
SecurityRegistry,owl#Class,22-rdf-syntax-ns#type
Nc6b2e5a69b5f45cabe675844b2b8c2ea,owl#Restriction,22-rdf-syntax-ns#type
, version of this ontology was modified to correct several logic issues.,core#changeNote
InternationalSecuritiesIdentificationNumberingScheme,catalogue_detail?csnumber=44811,rdf-schema#seeAlso
ProprietarySecurityIdentifier,identifier supplied by a commercial entity,core#definition
NationalSecurityIdentificationScheme,owl#Class,22-rdf-syntax-ns#type
N6daf941be1b84da1aeedb80b66c681ab,FinancialInstrumentIdentifier,owl#someValuesFrom
